预测结果_Y,Mean,Standard Deviation,Bandwidth,Energy,Entropy,Autocorrelation Peak,Peak Frequency,Autocorrelation Lag,Peak Value,Duration
5.44,-0.0018579553484375,0.0109605781748566,-19,0.00790952140825156,-0.787856279987345,0.00790952140825156,2,63,0.02631832,64
7.24,0.001796548509375,0.00986942995445374,-23,0.006440526987034,0.65032254968195,0.006440526987034,8,63,0.03006035,64
4.5600000000000005,-0.0003011256296875,0.0086836867268634,-21,0.00483181387617014,-0.170959924936197,0.00483181387617013,8,63,0.01789833,64
5.64,0.0015846009484375,0.00953277901340822,-22,0.00597662949659297,0.577796780455454,0.00597662949659297,27,63,0.02304424,64
4.2,0.0026590469421875,0.0104108665792889,-22,0.00738922710864076,1.08540629625046,0.00738922710864076,8,63,0.02444739,64
6.08,0.0020596758640625,0.00840532211825278,-17,0.00479306909290183,0.829570546662455,0.00479306909290183,0,63,0.02023703,64
7.040000000000001,0.0017161318953125,0.00969361300166625,-22,0.00620231946932364,0.723762442958341,0.00620231946932364,8,63,0.0291248,64
5.0,0.00372609813125,0.00936744356262726,-23,0.00650449959569355,1.45502935904386,0.00650449959569355,0,63,0.02444739,64
5.4,0.0012118898375,0.00922939772843987,-19,0.00554562940210987,0.580486411393957,0.00554562940210987,3,63,0.01930148,64
4.640000000000001,0.0031487627046875,0.0107759956737817,-21,0.00806635451723479,1.17198675854362,0.00806635451723479,8,63,0.02444739,64
6.0,0.0023447360921875,0.0116598347117909,-18,0.00905277010229054,0.835373572250047,0.00905277010229054,24,63,0.02959258,64
5.4399999999999995,-0.00169719723125,0.0088275231684136,-19,0.00517156119876106,-0.708988222554797,0.00517156119876106,2,63,0.02164018,64
5.720000000000001,-0.0001038111265625,0.00949271822336112,-18,0.00576783846516035,-0.0378472157657411,0.00576783846516035,26,63,0.02351202,64
6.160000000000001,0.0055533675984375,0.0156838149846819,-30,0.0177166044260549,1.78323199323907,0.0177166044260549,1,63,0.04315867,64
6.040000000000001,0.0182345563375,0.0481499416746028,-30,0.16965861939796,3.91485443948002,0.16965861939796,1,63,0.1376493,64
6.92,0.0893805414375,0.158640680184778,-30,2.12196778221759,9.94699265597112,2.12196778221759,0,63,0.3925877,64
6.12,-0.0456463008125,0.286620142388143,-29,5.39102021122974,-1.083438941185,5.39102021122974,1,63,0.5165492,64
6.720000000000001,0.01256276046875,0.38590613281366,-30,9.54120744280251,6.96004456130158,9.54120744280251,1,63,0.5937319,64
6.6,-0.2251411803125,0.265858168927936,-31,7.76762349172611,-21.8614166589281,7.76762349172611,0,63,0.7827141,64
6.88,-0.0579108290625,1.00249506788372,-30,64.5344016162496,16.4268553596923,64.5344016162496,1,63,1.280897,64
7.0,0.3334945440625,0.76204265439929,-30,44.2833675547757,-10.7817241783127,44.2833675547757,2,63,1.916139,64
6.32,-0.30896103953125,0.414450687210969,-31,17.102482948984,-19.2816450689406,17.102482948984,0,63,0.7901987,64
6.76,0.45968467796875,0.494301224205233,-31,29.1611970182416,11.2487638380405,29.1611970182416,0,63,1.181728,64
6.76,-0.399673291,0.704080339808287,-30,41.9499433243727,-0.192058492862435,41.9499433243727,1,63,1.10548,64
6.56,-0.0240115528125,1.24059531702667,-30,98.5378108990058,33.4927446086771,98.5378108990058,1,63,1.523674,64
7.279999999999999,0.2588328115625,0.976564720577386,-30,65.3230769803351,5.51430790323874,65.3230769803351,1,63,1.834745,64
6.159999999999999,-0.175944196140625,0.648009658709846,-30,28.8558641879566,3.80952210736625,28.8558641879566,1,63,1.070397,64
6.2,-0.04479109640625,0.658026962525332,-30,27.8403664465657,12.2801403392221,27.8403664465657,1,63,0.8388478,64
6.0,-0.035472116421875,0.212675493814833,-30,2.97530474962112,-4.30689015214552,2.97530474962112,1,63,0.3911844,64
6.16,0.06773124578125,0.413140057045202,-30,11.2174226169851,3.22716457024962,11.2174226169851,1,63,0.7321942,64
5.8,0.10874212021875,0.584401483102903,-30,22.6143962984027,-16.4296798349768,22.6143962984027,1,63,1.191084,64
6.44,-0.00827531734374999,0.61179442315939,-30,23.9590974135086,8.74300546036802,23.9590974135086,1,63,0.8009576,64
6.840000000000001,-0.227238896776563,0.548063132430543,-30,22.5286856536197,0.284200314373476,22.5286856536197,1,63,0.7130153,64
7.32,0.22709706015625,0.509245657925196,-30,19.8978697502257,15.558139516304,19.8978697502257,1,63,0.8945129,64
7.279999999999999,0.282784478015625,0.564336400477984,-30,25.5003285703051,1.32407121402942,25.5003285703051,1,63,1.53069,64
6.76,-0.6220063259375,1.21337343668339,-30,118.986685846729,37.1068540507017,118.986685846729,1,63,1.480638,64
6.959999999999999,0.692593987671875,1.20142140898787,-30,123.078389358953,-51.0397433590623,123.078389358953,1,63,2.830643,64
6.639999999999999,-0.5316450190625,0.681379202033181,-31,47.8031387684698,-6.7165230113018,47.8031387684698,0,63,1.651844,64
7.08,0.066181665859375,1.14318909957369,-30,83.9207251379212,-12.1089744001907,83.9207251379212,1,63,1.828196,64
7.640000000000001,0.10407898734375,0.700414865858771,-30,32.0904588750375,-6.07607745846517,32.0904588750375,1,63,1.613018,64
7.4,-0.33965893126875,0.334797518047658,-31,14.5572843316161,-15.9116802841571,14.5572843316161,0,63,0.1151962,64
7.24,0.769886792921875,0.460563820260897,-31,51.5100612127259,1.56768547245845,51.5100612127259,0,63,1.552207,64
6.56,-0.15955734334375,0.735525407690134,-30,36.2531949550498,16.6427655810309,36.2531949550498,1,63,0.6877557,64
6.279999999999999,-0.3538530440625,0.675358376063103,-30,37.2045384262969,3.63146266349405,37.2045384262969,1,63,0.7714875,64
7.359999999999999,0.36565419053125,0.835554659540592,-30,53.2386928725158,-17.1943595010373,53.2386928725158,1,63,2.175287,64
7.359999999999999,-0.86394216546875,1.10963095696305,-31,126.571323259237,48.1348785533362,126.571323259237,0,63,1.623778,64
5.88,0.29287095,2.05397076722133,-30,275.492435581035,-31.8083434839149,275.492435581035,1,63,3.482257,64
6.56,0.40020386875,3.29325808329096,-30,704.365564142318,-58.5880868616427,704.365564142318,1,63,5.050714,64
5.88,-0.52886750109375,1.24507278565334,-29,117.114052818414,29.4397828187534,117.114052818414,2,63,2.064891,64
6.56,-0.707434135625,2.33314288243499,-30,380.417201030692,106.903190857622,380.417201030692,1,63,2.110734,64
6.959999999999999,1.9041005171875,2.63971809674388,-31,677.997466229173,-207.142118283135,677.997466229172,0,63,5.712151,64
6.959999999999999,-1.0594730371875,2.27209645677194,-30,402.233947225788,167.393040611876,402.233947225788,2,63,1.439005,64
6.56,0.59831485,2.65963888181845,-30,475.626217050306,-164.395842394426,475.626217050306,1,63,6.649577,64
6.840000000000001,-0.0195458109375,3.05665793732997,-30,597.98654621232,-100.408135711001,597.986546212319,1,63,5.982526,64
7.2,-1.1615215696875,3.51254896896915,-30,875.976487440355,173.573282407826,875.976487440355,1,63,5.937152,64
6.8,1.1393870146875,1.5013769540741,-31,227.349473757652,-93.8907819604056,227.349473757652,0,63,3.069209,64
6.08,0.374293411671875,1.03149658484219,-28,77.0611688039723,-16.8437919266591,77.0611688039723,3,63,2.622015,64
6.36,-0.69454102703125,1.77860659255475,-30,233.333033555766,68.8062207255264,233.333033555766,1,63,2.458292,64
6.88,1.29243786834375,1.36866352019795,-31,226.792670403172,-106.280709059628,226.792670403172,0,63,3.455593,64
6.44,-0.831775196875,2.61724752759482,-30,482.67741432561,111.025573894806,482.67741432561,1,63,3.776021,64
6.279999999999999,-0.523349184390625,1.72792969891291,-29,208.616666444007,58.7972001138321,208.616666444007,2,63,2.627627,64
5.88,0.3214346609375,2.71656373085986,-30,478.914479684818,-12.6252818142593,478.914479684818,1,63,4.497334,64
7.24,-0.8485931996875,1.17019989766055,-31,133.726606018601,59.6161179635511,133.726606018601,0,63,1.018941,64
6.159999999999999,0.741198923125,3.07587636311364,-30,640.665039667383,-41.755597781846,640.665039667383,1,63,4.856118,64
6.119999999999999,-0.041268094640625,2.1162161368961,-29,286.724722796463,69.1004052087796,286.724722796463,1,63,2.778252,64
5.88,-0.24863972625,1.3597480275383,-29,122.287130359295,-1.77124076628145,122.287130359295,1,63,2.819416,64
7.640000000000001,0.03378080109375,1.12136160257317,-30,80.5499511198718,-22.3814045804122,80.5499511198718,1,63,1.877313,64
6.6,-0.4654398434375,0.959067808933631,-30,72.7324998394804,4.97432038222729,72.7324998394804,1,63,1.558289,64
6.8,0.4813339578125,1.52173603706694,-30,163.031228508905,-19.5884563456853,163.031228508905,1,63,2.229549,64
6.720000000000001,0.698601913125,1.28160974483714,-30,136.35636294934,-59.9204807939992,136.35636294934,1,63,2.750653,64
6.8,-0.05559383296875,1.50845558436982,-30,145.825851153961,10.6392273183049,145.825851153961,1,63,2.008291,64
7.32,-0.633540015625,0.599692935453783,-31,48.7042923668032,4.21764616130045,48.7042923668032,0,63,0.600281,64
6.88,-0.26208093025,0.955337472156241,-30,62.8067903812212,20.3616009533457,62.8067903812212,1,63,1.144306,64
7.279999999999999,1.40294288125,0.999294760731395,-31,189.877679800017,-83.1072988856567,189.877679800017,0,63,2.698262,64
7.56,-2.05827983828125,1.27235440102762,-31,374.745703327325,180.880040180271,374.745703327325,0,63,0.7887956,64
6.4799999999999995,0.580451678125,3.00673917759352,-30,600.153896493689,-32.7213420092112,600.153896493689,1,63,4.25596,64
6.24,-0.548484856875,2.74782570680873,-30,502.488432206086,77.4815916257382,502.488432206086,1,63,3.438754,64
5.4,-0.010330978921875,0.072365916200445,-17,0.341987516992899,-2.23443422112925,0.341987516992899,14,63,0.1460382,64
5.0,-0.01003127340625,0.077072195606407,-16,0.386607986031565,-2.20055030553449,0.386607986031565,15,63,0.2138663,64
6.640000000000001,-0.0159588695625,0.058458916888612,-17,0.235016350816162,-3.43301797898501,0.235016350816162,12,63,0.1114223,64
6.0,-0.008489087515625,0.0988444319964686,-17,0.629906325987356,-1.54801499993292,0.629906325987356,16,63,0.2241574,64
5.0,-0.009198034828125,0.103855633037861,-16,0.695718166937233,-0.84477003558798,0.695718166937233,16,63,0.2377226,64
4.64,-0.030489170015625,0.536140903201632,-16,18.4561060847427,-1.1330072875629,18.4561060847427,14,63,1.697188,64
4.2,-0.01560803734375,0.829044138566544,-17,44.0036988493611,-0.784149633767171,44.0036988493611,14,63,2.025567,64
6.159999999999999,0.00278153106250001,0.48436704871517,-17,15.0156271869501,-3.57812722993675,15.0156271869501,14,63,1.966627,64
6.279999999999999,-0.008664436578125,0.10971889491361,-17,0.775251735185924,-0.920702967392302,0.775251735185924,14,63,0.2157374,64
5.0,-0.01165390484375,0.0811043007955783,-16,0.429678150761397,-2.45751145211403,0.429678150761397,15,63,0.1432319,64
6.56,-0.010535637793125,0.0981048788058228,-21,0.623076282189639,-1.53856729564074,0.623076282189639,14,63,0.1857993,64
6.0,-0.016243916140625,0.0996057217715474,-22,0.651850535757732,-2.39580798884341,0.651850535757732,9,63,0.1787826,64
6.2,-0.01111297890625,0.120198682449819,-24,0.932558180021968,-1.57932906288541,0.932558180021968,4,63,0.2868392,64
6.2,-0.0128671497421875,0.151728873742347,-20,1.48398173885498,-1.84497692684919,1.48398173885498,7,63,0.285904,64
6.56,-0.00919071,0.104973862785157,-22,0.710654785173829,-1.70858027966099,0.710654785173829,14,63,0.2550307,64
6.56,-0.010418633828125,0.112167378329328,-24,0.812164396295628,-0.693702173530224,0.812164396295628,5,63,0.2363192,64
6.88,-0.0185973946875,0.174481976397277,-23,1.9705486833064,-2.27180367218278,1.9705486833064,16,63,0.3672969,64
5.4799999999999995,-0.00770696240625,0.169211591524423,-21,1.83628543844861,1.5307210630242,1.83628543844861,5,63,0.2583048,64
6.319999999999999,-0.01350295921875,0.134428761268104,-23,1.16821899287937,-1.02565723206402,1.16821899287937,16,63,0.2760807,64
6.56,-0.014752825703125,0.160142667592725,-19,1.65525247039621,-1.88526693910445,1.65525247039621,12,63,0.3256651,64
5.5200000000000005,-0.00912488947656249,0.136937793100519,-17,1.2054542583808,-0.967649406915856,1.2054542583808,14,63,0.2901136,64
5.12,-0.013393444109375,0.139074456740897,-16,1.24934968722475,-1.843593760573,1.24934968722475,15,63,0.2910492,64
4.8,-0.009022640390625,0.155816339074537,-16,1.55904893198142,-0.947327167201925,1.55904893198142,15,63,0.3747817,64
6.68,-0.012991382203125,0.126257150663175,-18,1.0310172227284,-1.24412664729852,1.0310172227284,14,63,0.2849684,64
6.359999999999999,-0.012779441421875,0.122385790983396,-18,0.969062141291945,-2.4631536506904,0.969062141291944,13,63,0.2662573,64
5.84,-0.010732986328125,0.0876796780887905,-21,0.499387068497514,-2.24262743722339,0.499387068497514,11,63,0.2414644,64
4.84,-0.013912337140625,0.116159191364516,-16,0.875936695243048,-2.07658710460063,0.875936695243048,15,63,0.2985336,64
4.96,-0.00443986246875,0.121508676152504,-17,0.946180528580829,-1.42542657429537,0.946180528580829,15,63,0.3223899,64
5.0,-0.0122532158203125,0.104513798654492,-16,0.708689626056373,-2.4772405023998,0.708689626056373,15,63,0.2550307,64
4.84,-0.00779470765625,0.0967228104605822,-16,0.602627809973768,-1.38740881060924,0.602627809973768,15,63,0.2344485,64
6.4,-0.0077215807228125,0.276212512454623,-16,4.88659039010267,-0.519566892325144,4.88659039010267,15,63,0.6142833,64
5.5200000000000005,-0.012691710859375,0.375078196584116,-16,9.01406291694915,-0.574259393113744,9.01406291694915,15,63,0.772392,64
6.4799999999999995,-0.009885058296875,0.0987554465103408,-17,0.630422565951322,-1.43770732933676,0.630422565951322,14,63,0.1923478,64
6.5200000000000005,-0.016572825390625,0.0717030664574679,-18,0.346623249973261,-3.19302889136985,0.346623249973261,14,63,0.1030031,64
7.0,-0.00992157475,0.0733560141211837,-19,0.350690717009097,-1.53468514256936,0.350690717009097,15,63,0.1189072,64
5.68,-0.0099727764259375,0.0573039138517931,-17,0.216524467992029,-2.71205091597937,0.216524467992029,14,63,0.1460382,64
5.16,-0.0090664683946875,0.0417337802710512,-19,0.116730192951312,-2.14407846698064,0.116730192951312,8,63,0.08475978,64
5.0,-0.010652521296875,0.0794041422006752,-17,0.410783616550747,-1.80543339297337,0.410783616550747,15,63,0.1689593,64
5.4,-0.0088910844453125,0.0697566560788145,-17,0.316482716794348,-2.38330763731204,0.316482716794348,14,63,0.2003004,64
5.279999999999999,-0.009753480171875,0.0624337114340205,-16,0.255558316728941,-2.71203374751579,0.255558316728941,15,63,0.1670882,64
6.4,-0.017303733078125,0.0711820197002067,-17,0.343443142850535,-3.47331997816823,0.343443142850535,14,63,0.146506,64
6.279999999999999,-0.005879764859375,0.0881953251205965,-17,0.500031168507472,-1.00433778238848,0.500031168507472,14,63,0.1404245,64
6.6,-0.00333622509375,0.0386490903338285,-17,0.0963124852165506,-1.28095304600117,0.0963124852165506,1,63,0.08756608,64
5.0,-0.01187311984375,0.057240925836397,-16,0.218719652187645,-2.68266076201066,0.218719652187645,15,63,0.1189072,64
6.4,-0.0153375814140625,0.0484676371960958,-17,0.165398608576343,-4.1096897863889,0.165398608576343,16,63,0.08896941,64
4.84,-0.0086133173046875,0.0635070536904153,-16,0.262869446619425,-1.35117853829896,0.262869446619425,15,63,0.1306012,64
5.0,-0.003087683921875,0.0405134487561011,-16,0.105655892615336,-0.384619479912986,0.105655892615337,15,63,0.08756608,64
5.720000000000001,-0.0113688373984375,0.0376020976235593,-18,0.0987627654069627,-2.62751636958857,0.0987627654069627,0,63,0.05388648,64
5.12,-0.0120851135915625,0.045332719718288,-17,0.140870748644981,-2.82548148152602,0.140870748644981,16,63,0.0740009,64
7.0,-0.0096439396134375,0.0552699872039249,-17,0.201457731634537,-2.12229891108344,0.201457731634537,13,63,0.1011312,64
5.0,-0.008364795915625,0.0412080853878122,-16,0.113156871170514,-2.30687283772091,0.113156871170514,15,63,0.08896941,64
5.0,-0.00345308146875,0.0729441569679029,-16,0.341297523672824,-0.763221354206579,0.341297523672824,15,63,0.1652175,64
6.4,-0.011076408625,0.0501455535909323,-16,0.168784855870019,-3.06690452749931,0.168784855870019,16,63,0.1432319,64
6.4,-0.015388818609375,0.0596586171587441,-15,0.242941845727094,-3.37801307960752,0.242941845727094,16,63,0.1586682,64
5.4,-0.0088837777384375,0.0654137456713603,-17,0.278904296298455,-2.1370499968428,0.278904296298455,14,63,0.1698949,64
5.0,-0.0071515160625,0.0428050365711224,-16,0.120538581622228,-2.00572110487011,0.120538581622228,15,63,0.1025353,64
5.0,-0.0089275801759375,0.062987052531732,-16,0.259012510363709,-1.86245716983907,0.259012510363709,15,63,0.1582004,64
6.5200000000000005,-0.0117415921015625,0.0400451063895454,-17,0.111454433973087,-3.29283572561891,0.111454433973087,14,63,0.08990459,64
5.0,-0.008642504121875,0.0528017937596628,-16,0.183214227311014,-2.29999047608392,0.183214227311014,15,63,0.1315368,64
5.0,-0.0093807421446875,0.0652880528459752,-16,0.278433802726654,-2.17880721015426,0.278433802726654,15,63,0.1792504,64
4.84,-0.00650095671875,0.0783987321557876,-16,0.396071913081215,-1.41776341289571,0.396071913081215,15,63,0.1511834,64
5.0,-0.00965123934375,0.0439638056503055,-17,0.129661608200204,-2.06567214598872,0.129661608200204,15,63,0.1212457,64
6.4,-0.012165514078125,0.0438208911889367,-16,0.132369295192172,-3.14821163246964,0.132369295192172,15,63,0.08522719,64
5.0,-0.008379464703125,0.0613326392508742,-16,0.245242116236083,-2.14248343845685,0.245242116236083,15,63,0.1315368,64
5.279999999999999,-0.004206013859375,0.0528068053518406,-16,0.179599951619356,-0.786787281260234,0.179599951619356,13,63,0.1095516,64
4.84,-0.009943537703125,0.0429562621008788,-17,0.124423321326903,-2.54867658076843,0.124423321326903,16,63,0.07446868,64
4.84,-0.007699714371875,0.0392834636907168,-16,0.102558471740693,-1.91324978354627,0.102558471740693,16,63,0.0870983,64
4.959999999999999,-0.0051853433125,0.0809635365562222,-15,0.42124685036539,-1.02078416415202,0.42124685036539,16,63,0.1698949,64
6.6,-0.0074365154375,0.0511577640233725,-17,0.171034789230288,-1.64027729940266,0.171034789230288,14,63,0.101599,64
5.0,-0.0092418832775,0.0446543380458494,-16,0.133083028020987,-2.15810317003961,0.133083028020987,15,63,0.09692162,64
6.6,-0.0059820265625,0.0650668288935618,-18,0.273246519299744,-1.40197805482952,0.273246519299744,12,63,0.1572649,64
5.4,-0.011580781484375,0.0601362035971281,-15,0.240030558903301,-2.85232959935358,0.240030558903301,16,63,0.1156327,64
6.279999999999999,-0.0049514471875,0.075071571224182,-17,0.362256488660354,-0.849370947942218,0.362256488660354,14,63,0.153523,64
4.84,-0.0104259332165625,0.0640967353776308,-17,0.2698938604484,-2.49617235056686,0.2698938604484,16,63,0.152119,64
5.0,-0.00661070015625,0.0486888522053909,-16,0.154515563880591,-1.56069434293796,0.154515563880591,15,63,0.1025353,64
6.4,-0.012538338171875,0.0503240578098886,-16,0.17214212598818,-3.37988513209722,0.17214212598818,16,63,0.1039386,64
5.4,-0.009095710734375,0.0454676376541891,-17,0.137602433767428,-2.53632923389781,0.137602433767428,14,63,0.08943719,64
6.6,-0.006954218559375,0.0501955382268557,-17,0.164349005673938,-1.61250341829408,0.164349005673938,14,63,0.1142297,64
5.4,-0.0110691555,0.0441321028479539,-15,0.132490797136996,-2.9004993502638,0.132490797136996,17,63,0.0973894,64
5.4,-0.009103001008125,0.0473476826588791,-17,0.14877873155327,-2.06777328266116,0.14877873155327,14,63,0.1034709,64
4.96,-0.0075973720353125,0.0478734320987441,-15,0.150373476016385,-1.63273600842513,0.150373476016385,16,63,0.08522719,64
5.0,-0.0086571334728125,0.0459643208793172,-16,0.140010544247227,-2.4768030323679,0.140010544247227,15,63,0.1048742,64
6.2,-0.0054265654140625,0.0511558335046143,-17,0.169367482479675,-1.2645100051695,0.169367482479675,16,63,0.1104868,64
5.0,-0.006859188421875,0.0635157955998101,-16,0.261203504414953,-1.66054240699758,0.261203504414953,15,63,0.1273271,64
6.4,-0.011310325746875,0.0552100720677803,-16,0.203268833678715,-3.10381102760322,0.203268833678715,15,63,0.1343442,64
6.0,-0.008547570328125,0.115832974730163,-17,0.86338169557458,-1.45466221231179,0.86338169557458,16,63,0.3434399,64
4.84,-0.007955433390625,0.0951055817447321,-16,0.582935078363942,-1.56339466568426,0.582935078363942,15,63,0.2077848,64
5.0,-0.0076046583125,0.0370275092453762,-16,0.0914475052138429,-1.98891631946347,0.0914475052138429,15,63,0.06230647,64
5.0,-0.00430831690625,0.061575700748181,-16,0.24384822510043,-0.798933312757982,0.24384822510043,15,63,0.159136,64
5.0,-0.0104479327265625,0.0585754268242119,-16,0.226575355257432,-2.26177537505541,0.226575355257432,15,63,0.09879273,64
4.96,-0.00635474690625,0.0447956448578664,-15,0.131010086814374,-1.39891024152,0.131010086814374,16,63,0.08569497,64
4.96,-0.006340231590625,0.0512656989966519,-15,0.170775707535237,-1.35533121367166,0.170775707535237,16,63,0.1090838,64
6.279999999999999,0.014395474234375,0.429570515586384,-24,11.8232356825334,-0.27276324590305,11.8232356825334,7,63,1.293964,64
5.319999999999999,0.185506984359375,2.25367209202712,-24,327.260847336191,-19.5183317507556,327.260847336191,7,63,5.264925,64
6.76,0.3112950478125,3.43557687423384,-24,761.605956196029,-74.5995255101695,761.605956196029,7,63,7.799342,64
7.4799999999999995,0.100568834375,4.68344391487961,-24,1404.46470363331,-75.905653662787,1404.46470363331,7,63,14.52224,64
